address,city,compname,contents,education,industry,jobgood,jobname,jobway,month,salary,size,url
武汉,上海,交复医学,职位描述：职位描述：在这个岗位上，您将有机会：1.学会应用统计分析软件进行数据分析和可视化的技能；2.掌握面对不同类型数据的分析技巧和积累数据分析经验；3.协助完成新媒体运营中的数据分析，充分掌握最新科研资讯。一、工作内容：1.负责往期数据的检查、更新和维护；2.医学数据收集，分析处理和可视化；3.准确把握行业动态和趋势，了解用户需求，选择数据分析对象；4.上级安排的其他工作。二、工作要求：1.具有有关数据分析背景，对数据分析感兴趣；统计、计算机、数学等专业优先；2.具有一定的文字功底，良好的逻辑思维能力，有一定策划能力；3.主动性强，责任心强，有团队协作精神；4.掌握一定数据分析技能；较为熟练使用R、Python、Echarts、DataV等软件之一；5.本科及以上学历，性别不限；提供转正；6.每周至少实习3天及以上（含周六），实习至少3个月。三、薪酬待遇：1.实习薪资：100-250元/天（根据考核评级）；2.实习期间，公司可提供实习证明，推荐信；四、工作安排：1.工作地点：武汉市珞珈创意城写字楼（中部创意大厦）1613室2.工作时间：每周周一至周六3.上班时间：08:30-17:304.午休时间：12:00-13:30,本科,生物/医疗,职位诱惑：时间弹性,数据分析实习生,5天／周,实习3个月,150-200／天,50-150人,https://www.shixiseng.com/intern/inn_kqx9kwzavlh3
北京,北京,中峰信达,职位描述：现招聘实习生4名，实习时间从2018年5月开始，采取坐班形式，一周坐班5天。工作职责：1、工作内容为数据处理，主要是做采集任务的模板配置、数据整理、数据检查修改；2、需要了解一定的html知识，如果不懂，也可以培训上手。岗位要求：1、工作态度要认真仔细；2、需要稳定实习3个月以上；3、实习期间不得迟到早退。实习地点在北京东四环，每月实习费用3000。,不限,计算机/互联网,职位诱惑：知名公司实习一月实习费用3000不加班,数据分析师实习生,5天／周,实习3个月,120-140／天,15-50人,https://www.shixiseng.com/intern/inn_uv90dr89uo7r
北京,北京,摩拜,"职位描述：Mobike目前正在寻找实习数据分析师实习生加入我们的国际团队。在此职位上，您将向美国营销分析主管报告，并有机会支持为全球市场定义，构建和塑造分析。岗位职责：??分析和利用数据，提出与我们产品的每个领域相关的新想法，包括供应优化，探索用户行为趋势以及通过实验优化功能??定义和衡量城市运营团队的关键绩效指标??清楚地综合并交流运营数据的见解??优化运营标准流程并优化SOP（标准操作流程）??创建仪表板和报告以定期交流结果并监控关键指标??每周跟进总部和海外市场的业务表现（英文）您需具备以下素质：??高级SQL技能以及使用Python，R，Excel或Tableau等工具在大规模数据集范围内高效工作的能力??了解实验和统计方法??能够快速，高增长，模糊的环境工作??英语和汉语必须流利??在统计学，经济学，计算机科学，数学或类似技术领域寻求高级/研究生定量学位的学生。??有较强的沟通能力，耐心和国际交流经验者优先??每周至少3天保证出勤，满3个月或以上，暑期全职（坐标北京亮马桥）RoleandResponsibilities:??Analyzeandleverageourdatasourcestoproposenewideasrelatedtoeveryareaofourproduct,includingsupplyoptimization,exploringtrendsinuserbehavior,andoptimizingfeaturesviaexperimentation??DefineandmeasureKPIsofcityoperationsteams??Clearlysynthesizeandcommunicateinsightsfromoperationaldata??RefinetheoperationalstandardprocessandoptimizetheSOP(StandardOperatingProcedure)??Createdashboardsandreportstoregularlycommunicateresultsandmonitorkeymetrics??Follow-upweeklywithbothHeadquartersandOverseasmarketsonoperationalperformance(inEnglish)Qualifications:??AdvancedSQLskillsandtheabilitytousetoolssuchasPython,R,Excel,orTableautoworkefficientlyatscalewithlargedatasets??Knowledgeofexperimentationandstatisticalmethods??Abilitytoworkinafastpace,highgrowth,andambiguousenvironment??FluencyinEnglishandChineseamust??Studentspursuingsenior/graduatequantitativedegreesinStatistics,Economics,ComputerScience,Mathorsimilartechnicalfield.??Strongcommunicationskills,patience,andexperienceininternationalexchangesispreferred??Guaranteedattendanceatleast3daysaweek,full3monthsormore,summerfull-time(coordinatesBeijingLiangmaqiao)",不限,互联网,职位诱惑：超炫 超酷 补助 午餐 晚餐 零食 水果 下午茶,国际部数据分析师实习生,4天／周,实习5个月,120-150／天,500-2000人,https://www.shixiseng.com/intern/inn_i4uisunrxlxs
成都,成都,碧桂园,职位描述：岗位职责1）支持公司业务部门各项目的数据分析；2）抽象业务需求形成固化的报表，为公司凝练系统化的业务分析与决策支持系统；3）配合参与销售目标提报；4）参与业务核心指标的监控和跟踪分析，并对异常波动情况进行分析和问题定位；任职资格1）2018届毕业生，计算机、数学、统计学等相关专业本科及以上学历；2）熟练使用Excel、PPT，懂得数据透视、常用的基本函数，具有数据分析实习经验者优先；3）对商业和数字敏感，具备良好的逻辑分析能力、严谨的推理能力和团队合作精神；4）为人踏实，执行能力强，充满激情；5）可立即到岗，可长期在职，提供转正机会；,本科,建筑房产,职位诱惑：世界500强房企、可提供转正机会、有竞争力的薪酬,数据分析岗,5天／周,实习8个月,150-300／天,150-500人,https://www.shixiseng.com/intern/inn_poemyuoy7fld
上海,上海,广汇汽车,职位描述：岗位职责：1、从KPI系统提取库存数据，制作相应表格；2、导出bi数据，更新通用事业部周报；3、导出bi销售数据，根据要求制作excel图表；4、导出数据，更新通用事业部月报；5、制作对对标图、饼图、vp图等汇报材料。任职要求;1、本科或硕士在读，本科三年级以上或硕士一、二年级；2、能全职实习六个月（特殊事情可请假），每周至少保证4个工作日；3、熟练运用MSOffice，尤其精通Excel，PowerPoint，Outlook等；4、良好的沟通能力及学习能力，做事认真细致，有责任心。实习待遇：工资2000—3000元/月，提供工作餐工作地点：上海市闵行区虹莘路3998号宝信大厦工作时间：周一至周五9:00-17:30周六周日双休,本科,汽车行业,职位诱惑：周末双休，提供工作餐，交通补贴，500强企业,数据运营分析实习生,3天／周,实习4个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_4kjq06ibfsch
西安,西安,学大教育,职位描述：职位描述：1）基于公司数据，运用数据挖掘的理论方法，准确、快速处理数据；2）深入理解业务部门提出的数据分析需求；3）基于对业务的深度理解，能在指导下建立数据模型。职位要求：1、对数据分析和挖掘有浓厚兴趣，具备相关理论知识；2、掌握或能快速学习使用SQL、python、R者优先；3、好奇心强，喜欢挑战，自我驱动。,不限,教育培训,职位诱惑：风口,数据分析实习生,2天／周,实习5个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_ntzzqg3tkiok
北京,北京,旷视科技,职位描述：岗位职责：1、负责公司业务场景下的数据统计及报表建设；2、配合产品经理建立产品的指标体系，通过数据定位问题，为产品改进提供方向。3、与运营、产品、开放等各业务团队合作，实现从数据埋点到数据收集、数据分析到最后形成数据报表，建立数据化运营体系。岗位要求：1、计算机/统计学/数学专业，有良好的统计学基础。2、能较熟练使用SQL、EXCEL提取及分析数据，会Python或R加分。3、良好的逻辑思维能力，对数据敏感，能迅速上手了解业务逻辑，并发现业务痛点，转化成数据维度。4、对AI、人脸识别、新零售领域有深刻理解者加分；,不限,计算机/互联网,职位诱惑：AI独角兽,数据分析师实习生,5天／周,实习4个月,200-300／天,500-2000人,https://www.shixiseng.com/intern/inn_etp4wype6ljw
北京,北京,中峰信达,职位描述：现招聘实习生6名，实习时间从2018年5月开始，采取坐班形式，一周坐班5天。工作职责：1、主要是做采集任务的模板配置、数据整理、数据检查修改；2、需要了解一定的html知识，如果不懂，也可以培训上手。岗位要求：1、工作态度要认真仔细；2、需要稳定实习一段时间；3、实习期间不得迟到早退；4、实习期间不加班实习地点在北京东四环，每月实习费用3000。,不限,计算机/互联网,职位诱惑：知名公司实习每月费用3000不加班,数据分析员,5天／周,实习3个月,120-140／天,15-50人,https://www.shixiseng.com/intern/inn_iqcorlw4uzm7
北京,北京,爱奇艺,职位描述：爱奇艺招聘售后数据分析助理（实习生）任职要求：1、2019年本科毕业生，具备较强的学习能力，沟通能力，数字敏感度，抗压能力强。2、负责每日售后数据的收集、统计、分析、具有较强数据处理能力和Excel使用能力。3、负责各大电商平台评价数据的搜集，分析归类4、有一定的沟通技巧，可以耐心解答用户的疑难问题5、有服务意识，积极主动的参与部门的各项工作，发挥自己最大效能。6、每周能保持五天的工作时间优先，实习时间能保持六个月以上优先，对硬件产品爱好者优先,本科,"生活服务,计算机/互联网",职位诱惑：提供内部培训，办公环境优美气氛好，公司前景好,售后数据分析助理（实习生）,5天／周,实习20个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_vuomhy2tf36s
上海,上海,日立研发,职位描述：职位职责：辅助研发人员进行数据分析：1、快速掌握专业数据处理软件的使用 2、熟练使用EXCEL进行通用数据分析 3、能够使用PYTHON编写数据分析程序 4、实习期大于2个月,本科,计算机/互联网,职位诱惑：周末双休，发展前景好,数据分析,4天／周,实习3个月,140-200／天,50-150人,https://www.shixiseng.com/intern/inn_u9cidyq1ibnp
上海,上海,哔哩哔哩,职位描述：负责业务数据统计分析，包括不限于代理商、渠道、运营等各个维度的报表输出和分析。对商业业务感兴趣，有数据敏感度，能承受一定的工作压力。沟通能力优秀，勤恳踏实，能按时完成上级的工作安排。,本科,互联网,职位诱惑：业务前景好 领导优秀 一对一指导,销售运营实习生（数据分析方向）,5天／周,实习8个月,100-120／天,500-2000人,https://www.shixiseng.com/intern/inn_jqm9mvqxedlw
广州,广州,山水比德,职位描述：【工作职责】1、负责收集市场各渠道数据资料；2、负责接洽项目信息数据的统计和分析；2、协助市场经理监督合同履约情况；3、完成上级安排的其他工作任务。【任职要求】1、大专以上学历，2019届，统计学、数学及财会相关专业优先考虑；2、熟练操作Office软件，尤其EXCEL；3、对数字敏感，工作严谨，有较强责任心和团队协作能力！总部位于广州红砖厂创意园，行业TOP5。,不限,园林,职位诱惑：注重培养实习生，优秀实习生可留用。,数据分析实习生,5天／周,实习10个月,80-100／天,500-2000人,https://www.shixiseng.com/intern/inn_5bxdq3ndwltt
成都,深圳,子询,职位描述：该职位接受暑期实习&amp;长期实习。岗位职责：1.针对业务流程中的问题设计、开发、实现并维护对应风险模型，同时关注人工智能领域模型及分析技术；2.设计、维护业务分析报告，理解业务的基础上发现问题，并提出优化解决方案；3.上级指派的其他工作岗位要求：1.良好的数学、统计学基础，扎实的数据挖掘功底；2.有数学建模经；3.熟练掌握SQL等数据库语言，熟练使用SPSS/Clementine/SAS/EM等数据分析工具；4.熟悉Python者优先；5.热爱数据工具，逻辑思维能力强，对数据敏感，认真细致，责任心强，有良好的执行力和沟通力。,不限,计算机/互联网,职位诱惑：1.节日团建活动 2.每周零食 3.转正机会 4.快速成长,数据分析建模,5天／周,实习3个月,100-150／天,15-50人,https://www.shixiseng.com/intern/inn_hmpyubspt1lo
西安,广州,佰聆数据,职位描述：岗位职责：(1)协助分析师分析项目需求，编制需求说明书和工作方案；(2)协助分析师进行项目相关资料搜集和研究；(3)协助分析师进行数据抽取、数据清洗、数据探索、数据建模分析等工作；(4)协助分析师完成数据分析报告、建模报告、数据报表项目相关文档工作；(5)其他日常支撑工作。任职要求：(1)本科以上学历，大四在校生，刚毕业学生也可；(2)专业背景是应用数学、统计学、计算机等相关专业；(3)每周至少4天时间上班，可以接受驻点；(4)了解Greenplum、Oracle、PostgreSQL等语言；(5)能够利用工具进行筛选、合并、匹配等数据处理；(6)良好的数理统计、多元统计分析基础，对数据分析和挖掘算法有一定了解；(7)具备良好的沟通能力和表达能力，逻辑清晰；(8)具备良好的团队协作能力。优先条件：(1)电力、通信、金融行业相关实践经验优先；(2)有数据分析、编制数据报表和编写数据分析报告等相关实践经验优先；(3)熟悉使用SAS、SPSS、R、Smartmining等其中任一工具；(4)有BI(tableau等)、数据可视化工具使用经验优先。,本科,计算机/互联网,职位诱惑：包住  餐补  节日福利  提供转正机会,助理数据分析师（西安）,5天／周,实习3个月,100-150／天,50-150人,https://www.shixiseng.com/intern/inn_ehwjeizbx1yq
天津,广州,佰聆数据,职位描述：岗位职责：(1)协助分析师分析项目需求，编制需求说明书和工作方案；(2)协助分析师进行项目相关资料搜集和研究；(3)协助分析师进行数据抽取、数据清洗、数据探索、数据建模分析等工作；(4)协助分析师完成数据分析报告、建模报告、数据报表项目相关文档工作；(5)其他日常支撑工作。任职要求：(1)本科以上学历，大四在校生，刚毕业学生也可；(2)专业背景是应用数学、统计学、计算机等相关专业；(3)每周至少4天时间上班，可以接受驻点；(4)了解Greenplum、Oracle、PostgreSQL等语言；(5)能够利用工具进行筛选、合并、匹配等数据处理；(6)良好的数理统计、多元统计分析基础，对数据分析和挖掘算法有一定了解；(7)具备良好的沟通能力和表达能力，逻辑清晰；(8)具备良好的团队协作能力。优先条件：(1)电力、通信、金融行业相关实践经验优先；(2)有数据分析、编制数据报表和编写数据分析报告等相关实践经验优先；(3)熟悉使用SAS、SPSS、R、Smartmining等其中任一工具；(4)有BI(tableau等)、数据可视化工具使用经验优先。,本科,计算机/互联网,职位诱惑：包住  餐补  节日福利  提供转正机会,助理数据分析师（天津）,5天／周,实习3个月,100-150／天,50-150人,https://www.shixiseng.com/intern/inn_ozeuhpu23zga
深圳,深圳,Billerudkorsnas,职位描述：基础数据维护，发布日常报告数据分析及维护，ERP系统操作维护任职资格：1.大专以上学历，数学、信息、物理等理科专业大三大四毕业生；2.要求英语读写能力较好；3.工作有耐心，认真负责，对数据分析有热情，可塑性、执行力、抗压能力强；4.善于表达，良好的语言组织能力及沟通能力；5.能熟练使用Excel德国办公软件及办公设备。我司全称是毕瑞科纳国际贸易（深圳）有限公司，是全外资企业，工作环境舒适；需要能全职上班的大三大四在读学生，五天班制，周末双休，实习期间表现优异的，毕业时有机会转为正式员工；实习期日薪150元，不提供食宿，转正后薪资面议。,大专,其他,职位诱惑：外企，英语环境,数据分析实习生,5天／周,实习13个月,150-200／天,50-150人,https://www.shixiseng.com/intern/inn_be1irwvg3wt4
西安,西安,图标通信,职位描述：【1】找到如何通过数据衡量产品【2】找到如何可以驱动产品的指标【3】跟产品经理、工程师等合作寻找改进产品的机会【4】帮助产品做决策【5】产品数据追踪任职要求：大专及以上学历，专业不限，优秀应届生亦可。,大专,通信,职位诱惑：周末双休，五险一金，带薪年假，薪资提升快，提供住宿。,网络数据分析师（初级）,5天／周,实习3个月,100-120／天,50-150人,https://www.shixiseng.com/intern/inn_fzoxa4m9dr06
北京,北京,IDC咨询,职位描述：该职位同时接受寒假实习和长期实习。岗位职责：1.一手资料和二手资料的收集。2.对数据进行整理，整合和归类。3.分析师交代的其他任务。任职要求：1.本科以上学历，有国外留学经历优先2.优秀的英语能力，雅思或托福优异者优先,本科,"通信/电子,企业服务",职位诱惑：公司环境好，福利好，合作公司均为大企业,数据分析师助理实习生,4天／周,实习3个月,90-120／天,150-500人,https://www.shixiseng.com/intern/inn_ym0b2nvgudne
上海,上海,春秋航,职位描述：岗位职责:从事业务部门行业数据搜集、整理、分析，并依据数据给出行业研究、预测和评估报告。任职资格:1、2018年、2019年毕业；2、统计学、运筹学、数学、计算科学等理工相关专业；3、重点大学本科及以上学历；4、对航空业务有钻研的兴趣和毅力。,本科,其他,职位诱惑：管理扁平直签三方,数据分析员实习生（应届生）,5天／周,实习3个月,100-200／天,2000人以上,https://www.shixiseng.com/intern/inn_5l5b49xtp2js
北京,北京,尚德机构,职位描述：岗位职责：1、负责总部和集团招聘数据的系统分析并按照组织要求形成各类管理报表；2、对招聘端数据进行分析，结合评估内容，对各流程环节进行分析诊断，并提出合理化建议提升效率；3、为公司各层面工作提供招聘数据支持，形成报表，与内外部团队人员建立良好的沟通与合作；4、配合领导完成招聘SOP质检工作。任职要求：1、全日制统招本科（985/211）及以上学历，理工科背景优先，有相关数据分析工作经验者优先2、对数据敏感，较强的逻辑分析能力和数据处理能力；3、熟练的Excel操作技能；4、强烈的责任心，工作细致，有条理，善于学习，具有良好的团队合作精神，能够承担一定的工作压力。,本科,计算机/互联网,职位诱惑：超nice老板，超大发展空间，超欢快的工作氛围,人力管培生-数据分析方向,5天／周,实习9个月,100-150／天,2000人以上,https://www.shixiseng.com/intern/inn_jsvqguzelo0w
上海,上海,中原银行,"职位描述：岗位职责：1.参与搭建公司数据运营体系，梳理业务指标，完成报表及数据可视化相关工作；2.深入分析业务发展情况，撰写分析报告，及时给业务团队反馈；3.参与CRM平台的数据支撑工作，完善数据质量保证，推进数据挖掘与用户画像工作；4.快速支持日常临时需求分析任务。任职要求：1、全日制本科或硕士在读，计算机、数学、统计学等相关专业；2、了解数据库原理，熟练使用SQL,掌握PYthon、R、Matlab、Scala等编程语言；3、熟练使用OFFICE办公软件，特别是EXCEL;4、对数据充满好奇心，有较强的逻辑推理能力，沟通、协调能力，优秀的学习能力和抗压能力；5、做事细心、有耐心，稳定性好，有责任心和执行力；6、有数据可视化、数据挖掘相关经验是加分项。",本科,金融,职位诱惑：上海市中心甲级写字楼，毗邻东方明珠，公司福利好，发展空间大,数据分析师,5天／周,实习6个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_b1pwpqiwjcg6
上海,上海,绿叶制药,职位描述：职位描述：1.向销售部、市场部提供各种内部数据分析报告；2.执行数据收集、指标及区域流程，并与相关部门保持良好的沟通3.及时、准确地维护和更新SFE系统数据，定期核查并确保系统数据准确性；要求：1、大三或大四学生、在读研究生，统计学专业优先；2、精通使用EXCEL软件；3、学习能力强，对数据敏感；4、每周保证3个工作日出勤,大专,生物/医疗,职位诱惑：上市公司，工作环境好，9号线合川路地铁站,销售数据分析实习生,3天／周,实习21个月,100-150／天,2000人以上,https://www.shixiseng.com/intern/inn_1dxmbhsaguwq
全国,北京,Teradata天睿信科,职位描述：1、统计学、应用数学、情报学等相关专业硕士生及博士生2、熟练运用Excel、SPSS、SAS、R、Python等分析软件3、有数据挖掘、文本挖掘、自然语言理解实际运用经验优先；熟悉SQL脚本优先,硕士,企业服务,职位诱惑：Mentor计划，转正HC，外企环境,数据分析与挖掘,4天／周,实习3个月,120-200／天,500-2000人,https://www.shixiseng.com/intern/inn_haz03zdprlgu
广州,广州,精点数据,职位描述：基于大数据/BI的数据分析数据挖掘相关工作职位要求：1.本科及以上计算机、电子通讯、数学、统计等相关专业；2.以大三、大四、研一、研二学生为佳，实习3个月以上，每周至少3-4个全天；3.志愿向大数据、BI领域方向发展；4.对数据分析、数据挖掘、多维分析、智能推荐等方面有兴趣；5.对新技术、新应用有钻研精神。,本科,互联网,职位诱惑：基于大数据/BI的数据分析数据挖掘等,大数据分析/挖掘实习生,4天／周,实习3个月,100-200／天,150-500人,https://www.shixiseng.com/intern/inn_1monbejdh4hj
北京,北京,李宁（中国）体育用品,职位描述：工作职责：协助VI空间管理部进行成本数据分析。任职要求：1、统招本科以上学历，专业不限。2、excel、PPT熟练。3、能稳定3-6个月，性格开朗。,本科,其他,职位诱惑：工资、三餐、班车、免费球场健身房,数据分析实习生,5天／周,实习6个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_bljj6nco8td5
佛山,佛山,耀晟投资,职位描述：该职位接受暑期实习&长期实习。岗位要求：1.大专或以上学历，对金融行业感兴趣，金融专业或经济专业优先。2.有强烈的销售意识，沟通和说服能力强。3.做事有激情，自信、认真负责、有团队合作精神和执行力。岗位职责：1.参与行情预判，国际经济消息面收集和整理。2.开拓客户渠道，挖掘新客户。3.跟进新旧客户资金风控，维系并管理客户关系。薪酬待遇：1、底薪+津贴+提成+分红2、上班时间：周一到周五9:30-12:00，午14:00-17:00；周末双休，按国家节假日休息3、一经录用，公司统一安排免费培训。,大专,金融,职位诱惑：周末双休，绩效提成,数据分析师/投资分析师,5天／周,实习15个月,99-100／天,50-150人,https://www.shixiseng.com/intern/inn_qayheuuxlcay
"北京,郑州,青岛,济南,太原,石家庄,淄博,日照",北京,华润置地华北大区商业管理,职位描述：该职位接受暑期实习&amp;长期实习。该职位接受暑期实习&amp;长期实习。该职位接受暑期实习&amp;长期实习。l转正机会：表现优异者将纳入华润置地2019年”百匠新人“校园招聘名额！l工作地点：北京、郑州、青岛、济南、太原、石家庄、淄博、日照l实习时间：3个月及以上（6个月及以上最佳），每周3天及以上l“985”或“211”等重点院校应届毕业生（2019年毕业）优先岗位类别：数据分析类岗位要求：1.本科及以上，统计学类、数学类专业；2.逻辑性强，对数据敏感，有相关实习经历者优先。岗位描述：协助进行商业项目运营日报月报制作，数据分析，发现数据异常并进行及时预警。公司简介：华润置地有限公司（公司简称：华润置地，股票代码HK1109）是世界500强企业央企华润集团旗下的地产业务旗舰，是中国内地最具实力的综合型地产发展商之一，主营业务包括房地产开发、商业地产开发及运营、物业服务等。截至2015年底，公司在职员工3万多人，总资产为3965亿港元，土地储备面积达4126万平米，进驻全国54个城市，开发项目超120个。标杆产品包括万象城、万象汇、橡树湾、悦府、中央公园等。华润置地秉承“品质给城市更多改变”的品牌理念，坚持高品质战略，注重专业能力培育，积极探索创新，持续关注和提升产品与服务品质，始终保持行业内客户满意度的领先水准，推动城市发展，引领商业进步。,本科,建筑房产,职位诱惑：央企/平台大/地产十强/重培养/含金量高/可转正,数据分析实习,3天／周,实习6个月,100-150／天,2000人以上,https://www.shixiseng.com/intern/inn_5usm5wgp6hax
北京,北京,去哪儿,职位描述：工作内容：1、配合团队开展活动策划、活动执行及活动效果分析等方面工作；2、负责日常数据整理与监控，完成各项目数据回归分析工作；3、完成团队安排的其他相关工作；4、实习期3个月，每周保证4天以上实习时间岗位要求：1、本科以上学历，数学、统计学、计算机等相关专业优先；2、会使用SQL（SQLisamust），精通excel公式函数；3、对数据敏感，能够发现关键数据、抓住核心问题；4、乐观开朗，勤奋好学，有热情，认真细心靠谱，逻辑思维严谨；,本科,互联网,职位诱惑：免费健身房 定期水果福利,运营实习生（数据分析方向）,4天／周,实习6个月,120-150／天,2000人以上,https://www.shixiseng.com/intern/inn_42huwiibok2b
北京,北京,群邑,职位描述：职位描述PBU（ProgrammaticBuyingUnit）为支持群邑旗下多家媒介代理公司的客户提供专业的程序化购买服务而设，支持RTB，PMP，PD和PDB等多种程序化购买媒介形式，整个团队为策略规划、日常运营、数据洞察和新技术的咨询顾问工作。现在需要招募1-2名数据分析师岗位。您将在这里获得：您的日常工作主要为协助PBU团队为群邑旗下的代理公司进行程序化媒介购买项目的相关数据分析和策略建议的工作。您会有机会参与到群邑旗下大量的程序化媒介购买项目中，为各行各业的顶尖客户（包括不限于快消品、消费电子品、旅游、时尚等）提供数据分析服务。您会有大量机会接触到不同代理公司和品牌广告主的营销策略，使用国内外不同领先监测公司和技术供应商的数据平台你将有机会接触到不同的广告投放形式的效果，包括但是不限视频、展示类广告、原生广告、搜索引擎和电商类广告等您将有机会学习到当前广告营销最新知识，接触到整个程序化购买的全链路，在营销行业先人一步积累，成为行业标杆和稀缺人才你将有机会和客户一起推进程序化购买中重要的DMP（大数据管理平台）和投放平台的系统搭建、逻辑梳理、界面优化、实用分析及后期投放优化BU的管理模式非常扁平，您会有机会直接面对公司高层，并独立管理各类项目。团队年轻气氛活泼，您的想法能被重视。我们希望您：1.实习时间：至少持续3个月以上，每周保证3天以上的全天出勤。表现优异者有留用转正机会。2.专业/学历要求：本科大三、大四，或研二、研三在读。统计学、数学、信息技术、市场营销、传播、广告等相关专业优先。3.技能要求：熟练操作Excel、PPT等办公软件；对数据敏感；对数字营销有基本的理解。4.语言要求：良好的中文语言沟通和书面表达能力，英语写作能力强者可加分5.其他要求：态度积极，强逻辑，思维敏捷、认真仔细及具备创新精神。,本科,"文化传媒,广告",职位诱惑：WPP子公司；全球500强；媒介投资管理Top1,程序化购买数据分析实习生,3天／周,实习3个月,80-81／天,2000人以上,https://www.shixiseng.com/intern/inn_hgw9u7mrbxly
上海,上海,游族网络,职位描述：岗位职责:1、分析移动互联网数据，获得研究结论；2、完成常规数据报告的撰写与交付；3、在高级分析师的指导下进行深度行业报告的撰写与交付；4、其他数据分析与市场研究相关的工作。任职资格:1、熟练使用office，PPT能力突出，审美较好，能够使用简单的excel函数；2、优秀的表达能力和逻辑思维能力；3、良好的数据和商业敏感度；4、有一定的定性、定量分析能力；5、有相关数据分析、市场研究、咨询公司相关工作或实习经验者优先；6、每周可出勤3天及以上。,不限,计算机/互联网,职位诱惑：福利好、待遇好、上市游戏公司,大数据分析实习生,4天／周,实习3个月,130-140／天,500-2000人,https://www.shixiseng.com/intern/inn_3nu1vep9sa3o
",上海",上海,盛大游戏,"职位描述：工作职责1、负责挖掘分析游戏对大数据产品的需求（应用场景），利用机器学习技术提升游戏业务能力。例如：用户画像，个性化推荐，用户行为预测，风险预测，特殊用户群体识别等；2、进行游戏场景下的数据统计、数据挖掘、机器学习、深度学习，包括数据整理、模型建立、模型应用、评估优化等；3、将客户需求准确转化为可执行的算法模型，针对不同的应用场景，负责编写数据挖掘算法及对其的优化；4、负责数据挖掘分析相关开发维护文档、技术手册、挖掘分析报告的编写。任职资格1、计算机科学、数学、统计学研究生；2、对机器学习、数据挖掘有浓厚的兴趣，对数据敏感，具备优秀的编程能力及学习能力；3、熟悉常用的数据挖掘方法和机器学习算法；4、了解Mysql/Hive/oracle/presto；熟悉SQL,Python,Java等语言；5、对数据挖掘、机器学习、深度学习相关基础算法有实际经验者优先考虑；6、工作认真，有责任心，有良好的的沟通能力和团队协作精神；7、每周至少工作四天以上，可实习半年以上。",硕士,计算机/互联网,职位诱惑：晋升空间大,数据挖掘分析师,4天／周,实习5个月,130-150／天,500-2000人,https://www.shixiseng.com/intern/inn_hmrux7kjjgno
北京,北京,百度,职位描述：工作职责-制作日常的数据报表并发送相关负责人-满足相关团队的临时数据需求-协助分析师完成各类数据报告-部门级别汇报ppt的整理和设计任职资格-熟练使用sql，有较强的数据处理能力，熟悉数据库-喜爱数学，逻辑性强，计算机或数学专业优先-对数据分析感兴趣，并愿意通过学习成为一名优秀的数据分析师-具备较好的ppt功底及日常办公软件的基础-距离毕业至少有一年时间，每周至少满足4天工作,本科,计算机/互联网,职位诱惑：大平台、有转正机会、水果零食、健身房瑜伽室,数据分析实习生,4天／周,实习12个月,150-200／天,2000人以上,https://www.shixiseng.com/intern/inn_nhz0b3aj8gps
北京,北京,AnG,职位描述：岗位描述;1.与客户进行良好沟通，跟踪、了解客户的需求，并将客户需求完整有效的传递给公司；2.负责客户广告投放策略、方案及优化工作，合理引导客户的投放预期，把控投放节奏；3.在日常工作中独立完成账户管理、账户优化、数据报告反馈等；4.善于总结且有意识地分享学习成果；5.维护客户关系，致力于提高客户满意度。岗位要求：1.性格好、易沟通、能灵活处理各种问题；2.抗压性好，能承受较繁重的工作和达到客户的KPI要求；3.熟悉网络广告行业，最好从事过搜索推广、广点通、今日头条、应用宝等优化工作，有相关代理公司经验的优先；4.精通EXCEL、PPT，良好的数据处理分析能力，以及报告呈现能力；5.熟悉信息流广告优化、应用市场竞价广告优化，擅长文案撰写。,本科,"计算机/互联网,广告",职位诱惑：高薪资、不打卡、绩效奖金、12天带薪年假、办公环境高大上,数据分析师,5天／周,实习3个月,180-220／天,150-500人,https://www.shixiseng.com/intern/inn_sdynhpnknnaj
南京,南京,五叶草,"职位描述：岗位职责：1、负责对网络数据进行分析和挖掘，提取有价值的信息；2、负责数据挖掘相关技术、应用的设计与开发；3、跟踪学习先进的建模和数据挖掘技术，与同事共享知识和经验。岗位要求：1、熟悉python的标准库和常用的第三方库(requests,Beautifulsoup等)；2、熟练使用数据库(MySQL或其他)；3、能快速分析出特定网站的数据获取方式；截止日期2017-07-30",硕士,计算机/互联网,职位诱惑：领导nice.移动互联网.智能硬件.公司氛围好.周末双休.弹性工作时间,Python 数据分析,5天／周,实习9个月,150-200／天,50-150人,https://www.shixiseng.com/intern/inn_x0gn13oco7x0
