address,city,compname,contents,education,industry,jobgood,jobname,jobway,month,salary,size,url
广州,广州,Datastory数说故事,职位描述：岗位职责1、与客户沟通，理解、细化客户的商业分析/商业应用需求。需求范围包括：企业网络舆情、品牌网络口碑、消费者洞察、社会化运营数据等；2、使用公司自有的大数据工具以及外部开放工具，根据实际需求进行数据的收集、整理和筛选；3、使用数据研究的各种方法及分析模型，结合相关行业背景，洞悉数据背后的信息与价值，敏锐发现问题并提出合理的解决方案和意见；4、协助承担商业分析/商业应用报告撰写的工作。任职条件1、商科相关专业为佳，或对商业分析/商业应用有浓厚兴趣；2、做过商业分析/商业应用相关实习为佳；3、逻辑清晰、踏实好学、对商业分析/商业应用有热情、熟悉使用Excel、PPT；4、每周至少实习4天，实习期三个月以上。,本科,互联网,职位诱惑：颜值高 氛围好 领导好,数据分析师实习,5天／周,实习5个月,100-200／天,15-50人,https://www.shixiseng.com/intern/inn_m4jckntz0xjo
上海,上海,上海翼依,职位描述：该职位接受暑期实习&amp;长期实习。职位描述1、使用Excel表格，将病历中的信息进行梳理；2、根据目前公司现有的标准，更新和维护知识库；3、检验病历中数据和提取出来的数据的准确性；任职要求：1、有相关医学背景，本科以上学历优先；2、有医院实习及工作经验优先；3、熟练掌握Excel表格，责任心强；,本科,计算机/互联网,职位诱惑：一对一带教，成长迅速，人工智能,数据分析实习生,4天／周,实习8个月,100-150／天,50-150人,https://www.shixiseng.com/intern/inn_fzfrozgursyi
北京,北京,中国经济改革与发展研究院,职位描述：该职位接受暑期实习。主要从事数据分析、数据报告撰写等工作。工作内容：1、协助研究负责人进行项目研究工作；2、协助进行资料收集、整理和分析；3、参与数据采集等工作（包括访谈、座谈等）；4、参与抽样设计、问卷设计、数据处理、数据分析；5、参与指标体系、指数、研究模型等开发；6、参与数据研究报告撰写等工作。职位要求：1.全日制在校硕士研究生及以上，社会学、统计学、??数学、经济学等相关专业；2.熟练使用STATA、SPSS等统计分析软件，熟悉交叉分析、相关分析、因子分析、聚类分析与信度与效度检验等；3.具备较好的文字功底和学术功底；4.有相对充裕的时间开展研究工作，有相关科研项目研究经验者优先。时间要求：实习时间从5月开始，保证至少1个月以上，每周工作时间（坐班）不少于3.5天（全职优先），能够按时参加项目讨论会。,硕士,教育培训,职位诱惑：数据分析助理研究员,数据分析助理,5天／周,实习5个月,100-200／天,2000人以上,https://www.shixiseng.com/intern/inn_wvn52ms7ocbd
北京,北京,爱卡汽车,职位描述：岗位职责：1、负责协助数据分析师进行基础数据提取、整理；2、通过使用监测工具，协助进行日常数据收集与分析，形成初步的分析报告；3、完成领导交办的其他事宜。任职资格：1、计算机、数学或统计学相关专业全日制本科在读；2、熟悉使用Excel，精通SQL/HIVE优先；3、工作积极主动，责任心强，逻辑性强、对数据分析感兴趣；4、一周能至少保证3天到岗，能长期实习优先。,本科,"计算机/互联网,广告",职位诱惑：餐补,数据分析实习生,3天／周,实习7个月,100-150／天,500-2000人,https://www.shixiseng.com/intern/inn_i1z0brwkz35f
北京,北京,去哪儿,职位描述：工作内容：1、配合团队开展活动策划、活动执行及活动效果分析等方面工作；2、负责日常数据整理与监控，完成各项目数据回归分析工作；3、完成团队安排的其他相关工作；4、实习期3个月，每周保证4天以上实习时间岗位要求：1、本科以上学历，数学、统计学、计算机等相关专业优先；2、会使用SQL（SQLisamust），精通excel公式函数；3、对数据敏感，能够发现关键数据、抓住核心问题；4、乐观开朗，勤奋好学，有热情，认真细心靠谱，逻辑思维严谨；,本科,互联网,职位诱惑：活跃的团队氛围 定期水果福利,运营实习生（数据分析方向）,4天／周,实习6个月,120-150／天,2000人以上,https://www.shixiseng.com/intern/inn_ck1xyulg8x3z
北京,北京,百度,职位描述：工作职责：-负责用户行为大数据的分析，建模-协助相关方向的负责人进行用户行为大数据的前沿研究-负责因项目研发需要而赋予的其他工作职责职责要求:-热爱互联网，对技术研究和应用抱有浓厚的兴趣，有强烈的上进心和求知欲，善于学习和运用新知识-至少熟练掌握Java/Python/C++中一门编程语言，对数据结构和算法设计有较为深刻的理解-良好的逻辑思维能力，对数据敏感，能够发现关键数据、抓住核心问题-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识-熟悉海量数据处理、Hadoop有相关项目经验者优先P.S：该岗位为RD研发岗位，需要有一定的编程基础，可稳定实习的同学优先考虑，需要可以稳定实习(每周4-5天)，最好可以6个月以上，希望毕业年份在2019年及以后，熟悉Hadoop的优先，主要做数据挖掘和大数据分析工作,硕士,互联网,职位诱惑：知名IT企业，待遇丰厚,大数据分析实习生,4天／周,实习6个月,200-220／天,2000人以上,https://www.shixiseng.com/intern/inn_nwsecady7ufg
北京,北京,百度,职位描述：工作职责：-负责用户行为大数据的分析，建模-协助相关方向的负责人进行用户行为大数据的前沿研究-负责因项目研发需要而赋予的其他工作职责职位要求：-计算机相关专业研究生，有扎实的编程基础（2019年毕业生优先）-至少熟悉一门程序设计语言，python，perl，c++，java等-具有良好的分析问题和解决问题的能力，有良好的学习与创新能力，对解决具有挑战性问题充满激情-每周至少4天、连续6个月以上-有相关领域研究背景并有国际期刊、会议论文发表或有相关技术专利的同学优先。“相关领域”主要包括机器学习、自然语言处理、统计学等。,硕士,互联网,职位诱惑：知名IT企业，待遇丰厚,大数据分析实习生,4天／周,实习6个月,200-220／天,2000人以上,https://www.shixiseng.com/intern/inn_mj4o0pj1lkbt
北京,北京,中科天玑,职位描述：岗位职责：1.对互联网金融的平台进行梳理，动态更新平台信息2.对数据进行整理、分析，撰写相关业务分析报告3.根据业务要求，配合梳理业务流程岗位要求：1.做事负责、细心2.熟练使用Office，如Word、Excel、PPT3.了解舆情业务或互联网金融业务的优先4.会基本编程语言的优先,本科,计算机/互联网,职位诱惑：中科院计算所孵化，云集多位技术牛人，发展前景广阔，福利待遇好,数据分析实习生,4天／周,实习15个月,100-200／天,50-150人,https://www.shixiseng.com/intern/inn_4cvymdxnzect
北京,北京,一起作业网,"职位描述：岗位职责:1.快速响应公司各业务部门的数据需求，包括日常数据提取、日常数据疑问查询；2.负责定期撰写业务报告，监测指标变化，分析业务趋势，并给出结论和建议；3.解决领导安排的其他工作内容；任职资格:1.计算机相关或者统计相关专业优先，大学本科及以上学历，；2.熟练掌握Mysql,oracle数据库查询；3.熟练掌握excel、PPT等办公软件；4.了解HTML、CSS、Javascript等前端技术；5.具备良好的逻辑分析能力，良好的沟通能力，有较强的责任心与进取心。",本科,"互联网,教育/培训",职位诱惑：与大牛共事 竞争薪酬福利 办公环境佳 良好职业发展,数据分析实习生,3天／周,实习9个月,150-200／天,500-2000人,https://www.shixiseng.com/intern/inn_prr1ho9xmlyy
深圳,深圳,智联招聘,职位描述：职位需求如下：1、协助负责数据收集整理，对多种结构的数据源进行组合分析、挖掘和建模；2、辅助完成分析报告，对现有人才情况进行分析；3、进行人才数据的创新，包括但不限于报告内容、报告呈现形式等。任职要求：1.专业不限，数理统计类、社会学、人力资源学专业优先，本科学历或以上；2.有较强的数据运算能力及宏观经济数据分析能力；3.逻辑思维强，善于数据分析（熟练使用excel），掌握Python/R两种语言中的至少一种最佳。,本科,互联网,职位诱惑：平台大；团队气氛融洽,数据分析实习生,3天／周,实习3个月,120-148／天,150-500人,https://www.shixiseng.com/intern/inn_zwaqxt7riqfx
上海,北京,ABB,"职位描述：该职位接受暑期实习&长期实习。RoleDescription:?Experimentsonrobot?Dataanalysisforrobotoperationdata机器人数据运行数据分析?UIdesignMainAccountabilities&amp;Responsibilities:?Makeexperimentsonrobottocollectoperationdata?Developmachinelearningalgorithmforrobotoperationdata机器人数据算法研究?Todesignuser-friendlyUI终端UI设计?Todocumentthetechnicalreport报告工作要求Requirement:?MSc,relatedmajorininMechatronicsorrelated?SkillfulinMatlab,NISignalExpress,LabView?Skillfulindataanalysisandmachinelearningmethods?Experienceinsignalprocessingand/orconditionmonitoringrelatedproject/researchwouldbeaplus?Strongresponsibilityandactiveattitude?GoodoralandwrittenEnglishcapability?Goodcommunicationandpresentationskills",不限,企业服务,职位诱惑：世界五百强 机器人 班车,数据分析实习生,3天／周,实习4个月,160-180／天,2000人以上,https://www.shixiseng.com/intern/inn_4zijlz5xqisa
